budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance
48000000,7.349811999999999,77745568.0,123.0,6.5,338.0,Out of Sight,1389,2,0.2891
0,6.8112639999999995,0.0,115.0,7.1,156.0,Picnic at Hanging Rock,11020,0,0.4183
1500000,9.167761,2375097.0,110.0,7.2,172.0,Buffalo '66,9464,0,0.4208
140000000,13.235111999999999,553799566.0,151.0,6.5,2540.0,Armageddon,95,4,0.7095
140000000,14.470551,285444603.0,127.0,6.3,782.0,Lethal Weapon 4,944,2,0.5777
0,2.847458,0.0,89.0,5.1,46.0,Madeline,35680,1,0.4734
40000000,10.03936,54682547.0,110.0,6.2,522.0,Small Soldiers,11551,3,0.2822
60000,10.621362,3221152.0,84.0,7.1,600.0,Pi,473,0,0.4001
23000000,11.688958,369884651.0,119.0,6.5,1616.0,There's Something About Mary,544,2,0.3082
60000,8.084953,0.0,79.0,4.4,137.0,Plan 9 from Outer Space,10513,1,0.5901
2000000,8.545698,0.0,141.0,7.0,59.0,Wings,28966,0,0.4157
1250000,15.235056,0.0,133.0,7.5,166.0,All Quiet on the Western Front,143,0,0.4609
700000,11.118844000000001,2594000.0,112.0,6.5,67.0,Grand Hotel,33680,3,0.3871
1950000,7.135215,4460000.0,132.0,7.1,72.0,Mutiny on the Bounty,12311,0,0.4193
1644736,4.370592,7433101.0,126.0,7.2,79.0,You Can't Take It With You,34106,0,0.4277
1250000,9.058578,6000000.0,118.0,6.9,76.0,How Green Was My Valley,43266,0,0.4023
1344000,3.306745,13500000.0,134.0,6.7,47.0,Mrs. Miniver,27367,3,0.3961
0,5.682778,16300000.0,130.0,6.9,37.0,Going My Way,17661,0,0.4096
1250000,8.731330999999999,11000000.0,101.0,7.4,115.0,The Lost Weekend,28580,0,0.4457
2100000,6.069343,23650000.0,172.0,7.6,148.0,The Best Years of Our Lives,887,0,0.4912
2000000,6.857317999999999,7800000.0,118.0,6.8,48.0,Gentleman's Agreement,33667,0,0.3956
750000,3.1880669999999998,0.0,155.0,7.1,48.0,Hamlet,23383,0,0.4369
0,3.975372,0.0,109.0,6.3,51.0,All the King's Men,25430,3,0.3899
4000000,4.011362999999999,36000000.0,152.0,6.6,51.0,The Greatest Show on Earth,27191,3,0.3877
1650000,5.358582,30500000.0,118.0,7.2,137.0,From Here to Eternity,11426,0,0.4182
910000,18.211092999999998,9600000.0,108.0,8.0,368.0,On the Waterfront,654,0,0.5262
343000,11.589081,3000000.0,90.0,7.2,75.0,Marty,15919,0,0.4322
6000000,8.389903,43656822.0,152.0,7.0,399.0,West Side Story,1725,0,0.3829
1000000,3.3158269999999996,37600000.0,128.0,6.1,40.0,Tom Jones,5769,3,0.3852
3900000,6.9978880000000006,28350000.0,120.0,7.5,90.0,A Man for All Seasons,874,0,0.4493
2000000,9.059617,27379978.0,109.0,7.5,207.0,In the Heat of the Night,10633,0,0.4473
10000000,8.630078,37402877.0,153.0,7.0,106.0,Oliver!,17917,0,0.3892
3600000,10.579988,44785053.0,113.0,7.4,307.0,Midnight Cowboy,3116,0,0.4215
1800000,6.694959,41158757.0,104.0,7.4,435.0,The French Connection,1051,0,0.4221
1000000,14.774066,117235147.0,119.0,7.5,1843.0,Rocky,1366,0,0.4178
8000000,9.741644,106260000.0,105.0,7.4,483.0,Kramer vs. Kramer,12102,0,0.394
6000000,8.934661,0.0,124.0,7.4,147.0,Ordinary People,16619,0,0.4331
5500000,6.877698,58972904.0,123.0,6.9,213.0,Chariots of Fire,9443,0,0.3736
8000000,8.785209,0.0,132.0,6.9,178.0,Terms of Endearment,11050,0,0.3809
31000000,14.004074,128499205.0,161.0,7.0,290.0,Out of Africa,606,0,0.3362
23000000,11.076971,43984230.0,163.0,7.4,362.0,The Last Emperor,746,0,0.3933
25000000,11.267467,412800000.0,133.0,7.6,1762.0,Rain Man,380,0,0.4145
7500000,10.703677,145793296.0,99.0,7.0,358.0,Driving Miss Daisy,403,0,0.3595
1500000,9.15948,0.0,85.0,7.0,177.0,Take the Money and Run,11485,0,0.4071
2500000,9.328822,0.0,114.0,6.5,88.0,Klute,466,3,0.381
1500000,6.357558999999999,2300000.0,92.0,6.7,146.0,Repo Man,13820,3,0.3889
225000,1.68399,0.0,98.0,7.0,39.0,Metropolitan,15389,0,0.4183
25000000,13.009688,12729917.0,101.0,7.1,618.0,Labyrinth,13597,0,0.3352
1000000,12.627678,51525171.0,97.0,7.8,2189.0,The Breakfast Club,2108,0,0.4824
3000000,8.668146,29999213.0,87.0,5.7,367.0,A Nightmare on Elm Street Part 2: Freddy's Revenge,10014,3,0.3796
5000000,10.035081,44793222.0,96.0,6.5,363.0,A Nightmare on Elm Street 3: Dream Warriors,10072,3,0.3512
7000000,8.120317,72500000.0,99.0,5.8,287.0,A Nightmare on Elm Street 4: The Dream Master,10131,3,0.3572
8000000,7.534739,22168359.0,89.0,5.5,251.0,A Nightmare on Elm Street 5: The Dream Child,10160,1,0.3879
11000000,11.560358,34872033.0,89.0,5.1,280.0,Freddy's Dead: The Final Nightmare,11284,1,0.4205
550000,12.146747,59754601.0,95.0,6.4,622.0,Friday the 13th,4488,3,0.3505
1250000,8.710824,21722776.0,87.0,6.0,321.0,Friday the 13th Part 2,9725,3,0.3736
4000000,7.99229,36690067.0,95.0,5.7,257.0,Friday the 13th Part III,9728,3,0.3792
2600000,10.175913000000001,32980880.0,91.0,5.9,241.0,Friday the 13th: The Final Chapter,9730,3,0.3743
2200000,9.094477000000001,21930418.0,92.0,5.1,200.0,Friday the 13th: A New Beginning,9731,1,0.4508
3000000,8.122042,19472057.0,86.0,5.7,219.0,Friday the 13th Part VI: Jason Lives,10225,3,0.3894
2800000,7.909022,19170001.0,88.0,5.3,196.0,Friday the 13th Part VII: The New Blood,10281,1,0.4264
5000000,7.743144,14000000.0,100.0,4.8,194.0,Friday the 13th Part VIII: Jason Takes Manhattan,10283,1,0.4882
300000,13.672759,70000000.0,91.0,7.4,1066.0,Halloween,948,0,0.4067
2500000,13.501144,25533818.0,92.0,6.4,370.0,Halloween II,11281,3,0.3606
2500000,6.066618,14400000.0,98.0,5.0,232.0,Halloween III: Season of the Witch,10676,1,0.4629
5000000,6.199806,17768757.0,88.0,5.9,212.0,Halloween 4: The Return of Michael Myers,11357,3,0.3729
5000000,6.585405000000001,11642254.0,96.0,5.3,187.0,Halloween 5: The Revenge of Michael Myers,11361,1,0.4204
1000000,3.65867,14796236.0,92.0,6.0,85.0,Prom Night,36599,3,0.3886
0,5.3837660000000005,2683519.0,97.0,6.0,35.0,Hello Mary Lou: Prom Night II,39929,3,0.396
9000000,19.827545999999998,44196684.0,87.0,6.3,605.0,Child's Play,10585,3,0.3311
13000000,14.310479,35763605.0,84.0,5.8,323.0,Child's Play 2,11186,3,0.3486
13000000,24.515462,20560255.0,90.0,5.5,274.0,Child's Play 3,11187,1,0.3761
10700000,11.776326,122200000.0,114.0,7.1,811.0,Poltergeist,609,0,0.3437
19000000,6.701138,40996665.0,91.0,5.8,172.0,Poltergeist II: The Other Side,11133,3,0.3418
10500000,7.9776929999999995,14144000.0,98.0,4.6,127.0,Poltergeist III,10306,1,0.513
8000000,12.137595,441306145.0,122.0,7.5,2046.0,The Exorcist,9552,0,0.4517
14000000,8.266983999999999,30749142.0,118.0,4.5,137.0,Exorcist II: The Heretic,11586,1,0.5202
0,5.861032,39024251.0,110.0,6.1,135.0,The Exorcist III,11587,3,0.3792
15000000,13.183804,120207127.0,110.0,7.0,1367.0,Lethal Weapon,941,0,0.3196
25000000,12.834276,227853986.0,114.0,6.7,1066.0,Lethal Weapon 2,942,0,0.2855
35000000,10.786007000000001,321731527.0,118.0,6.4,824.0,Lethal Weapon 3,943,2,0.2837
11000000,11.333125,153083102.0,106.0,6.9,1629.0,Gremlins,927,0,0.3233
50000000,14.383185000000001,41482207.0,106.0,6.3,664.0,Gremlins 2: The New Batch,928,2,0.2775
19000000,14.280702999999999,61503218.0,114.0,7.4,1563.0,The Goonies,9340,0,0.3588
95000000,11.348096,250288523.0,136.0,6.3,1211.0,The Mask of Zorro,9342,2,0.348
0,7.630456,3600000.0,97.0,6.8,305.0,Soylent Green,12101,0,0.3885
92620000,14.487867000000001,650422.0,153.0,8.0,666.0,Metropolis,19,2,0.5304
40000000,13.689855,332000000.0,108.0,7.4,3926.0,Back to the Future Part II,165,2,0.5185
40000000,13.043999000000001,244527583.0,118.0,7.1,2978.0,Back to the Future Part III,196,2,0.3701
5000000,10.341849,84563118.0,117.0,7.3,274.0,The Poseidon Adventure,551,0,0.4026
0,8.977922,0.0,95.0,6.3,64.0,Freaky Friday,16084,3,0.3893
0,3.708247,0.0,96.0,6.7,41.0,The Absent-Minded Professor,17984,3,0.4004
858000,13.698132000000001,267447150.0,70.0,6.8,1450.0,Bambi,3170,0,0.3597
2000000,15.01777,271841.0,207.0,8.2,892.0,Seven Samurai,346,0,0.6091
14000000,11.46781,34670720.0,119.0,7.1,267.0,Dangerous Liaisons,859,0,0.3671
40000000,9.261189,30925690.0,137.0,6.5,576.0,Dune,841,2,0.2907
7000000,11.370288,8373585.0,164.0,7.0,206.0,The Last Temptation of Christ,11051,0,0.4035
54000000,17.185349,136766062.0,162.0,7.1,1589.0,The Godfather: Part III,242,2,0.3155
62000000,10.618141,1060056.0,137.0,7.0,288.0,Lolita,9769,2,0.3405
15000000,11.054751,17507368.0,84.0,5.5,104.0,Disturbing Behavior,9424,1,0.3811
10000000,6.046893,19000000.0,84.0,5.4,52.0,Jane Austen's Mafia!,9835,1,0.406
70000000,21.758054,481840909.0,169.0,7.9,5148.0,Saving Private Ryan,857,4,0.883
25000000,9.806685,21288692.0,80.0,6.5,228.0,The Black Cauldron,10957,3,0.3229
20000000,7.499388000000001,35841901.0,98.0,6.1,132.0,The Black Hole,9570,3,0.3298
0,2.895685,0.0,106.0,6.9,42.0,Blackbeard's Ghost,16249,0,0.4106
13000000,12.960346000000001,0.0,93.0,5.1,87.0,Blank Check,13962,1,0.4323
0,3.327697,0.0,90.0,5.6,37.0,Condorman,19379,3,0.4207
0,11.117131,45610410.0,106.0,5.8,135.0,D2: The Mighty Ducks,11164,3,0.3892
0,3.276605,0.0,93.0,6.7,35.0,Darby O'Gill and the Little People,18887,3,0.4015
0,5.526865,18564613.0,90.0,6.9,227.0,Flight of the Navigator,10122,0,0.3975
14000000,11.183924000000001,38625550.0,74.0,6.9,334.0,The Great Mouse Detective,9994,0,0.3549
0,3.13734,0.0,110.0,5.3,48.0,Herbie Goes Bananas,12129,1,0.4462
0,4.705091,0.0,105.0,5.9,65.0,Herbie Goes To Monte Carlo,14140,3,0.3979
28000000,10.390708,39514713.0,96.0,6.5,491.0,Hocus Pocus,10439,3,0.2987
40000000,12.337898,58662452.0,89.0,4.8,272.0,Honey I Blew Up the Kid,11158,1,0.4201
32000000,12.358786,222724172.0,93.0,6.1,756.0,"Honey, I Shrunk the Kids",9354,2,0.2775
50000000,7.6550199999999995,44547681.0,140.0,6.8,593.0,The Negotiator,9631,2,0.2997
0,7.768828,0.0,127.0,6.8,768.0,The Parent Trap,9820,0,0.3727
0,10.107453999999999,7027290.0,103.0,5.9,150.0,BASEketball,14013,3,0.3905
160000,4.877008999999999,6706368.0,91.0,7.4,92.0,Roger & Me,1779,0,0.4539
15000000,6.133697,10631333.0,82.0,7.3,206.0,The Purple Rose of Cairo,10849,0,0.3972
0,5.34379,0.0,97.0,7.6,111.0,Out of the Past,678,0,0.4799
11000000,8.489499,111858363.0,197.0,7.4,252.0,Doctor Zhivago,907,0,0.4472
0,5.472430999999999,4971340.0,188.0,7.3,138.0,Fanny & Alexander,5961,0,0.4789
18000000,7.889227,36602000.0,101.0,6.6,312.0,The 'Burbs,11974,3,0.3259
0,11.350645,0.0,91.0,6.6,39.0,Fandango,20348,3,0.3963
0,4.266305,0.0,118.0,6.6,53.0,The Night Porter,26648,3,0.3951
144,5.663598,0.0,144.0,7.1,33.0,Mephisto,11911,0,0.4337
6000000,7.8822470000000004,8551228.0,120.0,7.7,758.0,Blue Velvet,793,0,0.4462
4000000,22.845448,205843612.0,78.0,7.1,1791.0,The Jungle Book,9325,0,0.3697
0,12.994387,93600000.0,76.0,6.9,1241.0,Lady and the Tramp,10340,0,0.3619
40000000,17.496832,222300000.0,83.0,7.2,1921.0,The Little Mermaid,10144,2,0.3197
10000000,6.113646,50752337.0,101.0,6.4,203.0,The Mighty Ducks,10414,3,0.3434
0,14.630571,27281507.0,85.0,7.2,217.0,The Muppet Christmas Carol,10437,0,0.4218
15000000,4.0956019999999995,0.0,121.0,6.2,66.0,Newsies,15300,3,0.35
4000000,15.727519000000001,215880014.0,79.0,6.8,1643.0,One Hundred and One Dalmatians,12230,0,0.3437
4000000,16.861532999999998,87404651.0,77.0,7.0,1380.0,Peter Pan,10693,0,0.3574
20000000,9.126161999999999,0.0,114.0,5.3,157.0,Popeye,11335,1,0.3879
37931000,1.562471,47431461.0,77.0,6.6,303.0,The Rescuers Down Under,11135,3,0.307
1200000,11.32442,71215869.0,78.0,6.7,609.0,The Rescuers,11319,3,0.3605
0,3.936986,16393000.0,95.0,5.6,38.0,Return from Witch Mountain,14822,3,0.4161
0,12.099799,0.0,69.0,5.7,447.0,The Return of Jafar,15969,3,0.3982
25000000,6.523262,11137801.0,109.0,6.6,122.0,Return to Oz,13155,3,0.3286
42000000,10.536644,62000000.0,108.0,6.3,265.0,The Rocketeer,10249,3,0.2915
6000000,14.276169,51000000.0,75.0,6.8,1332.0,Sleeping Beauty,10882,0,0.3434
19000000,3.9858190000000002,5656087.0,95.0,6.6,38.0,Something Wicked This Way Comes,24808,3,0.347
0,4.045635,0.0,91.0,6.9,69.0,Song of the South,13850,0,0.4105
8000000,8.441602,69821334.0,111.0,6.1,328.0,Splash,2619,3,0.3404
4986,3.394625,0.0,8.0,7.4,76.0,Steamboat Willie,53565,0,0.5213
17000000,16.574021,33000000.0,96.0,6.6,717.0,Tron,97,3,0.313
0,4.379054,5632086.0,112.0,6.7,63.0,Swing Kids,10419,3,0.3966
17000000,8.619067999999999,55041738.0,86.0,5.7,306.0,Halloween: H20,11675,3,0.3435
0,7.775188000000001,0.0,95.0,6.4,88.0,L.A. Story,2107,3,0.3885
0,5.873021,73961419.0,94.0,7.0,272.0,The Jerk,6471,0,0.3927
0,5.515136,18196170.0,89.0,6.5,104.0,Dead Men Don't Wear Plaid,9442,3,0.3872
10100000,12.157229,0.0,93.0,6.2,131.0,The Man with Two Brains,11591,3,0.357
0,4.422985,0.0,134.0,6.8,51.0,Grand Canyon,13697,0,0.4075
10500000,4.668541,11582891.0,89.0,4.5,52.0,Graveyard Shift,19158,1,0.5401
10000000,6.435926,33697647.0,91.0,6.9,293.0,The Outsiders,227,0,0.3621
28000000,15.802306,333000000.0,118.0,7.1,2841.0,Indiana Jones and the Temple of Doom,87,2,0.3833
4000000,7.914795,30471420.0,132.0,6.1,187.0,The Lord of the Rings,123,3,0.3684
0,11.513066,0.0,113.0,6.8,311.0,Nineteen Eighty-Four,9314,0,0.3877
10000000,11.194448,20766616.0,103.0,6.9,320.0,The Dead Zone,11336,0,0.3606
10000000,6.614078,7433663.0,97.0,5.5,170.0,Maximum Overdrive,9980,1,0.3885
0,10.560238,0.0,120.0,5.9,136.0,Needful Things,10657,3,0.3933
5000000,7.065625999999999,21200000.0,91.0,5.7,194.0,Cujo,10489,3,0.3835
800000,11.846960000000001,14000000.0,93.0,5.6,243.0,Children of the Corn,10823,3,0.4011
13800000,7.068389,27100027.0,89.0,6.3,244.0,All Dogs Go to Heaven,11497,3,0.3374
30000000,12.962525,191502426.0,99.0,6.7,871.0,The Addams Family,2907,3,0.2806
26000000,13.309701,65705772.0,121.0,6.8,408.0,Ever After: A Cinderella Story,9454,0,0.3124
73000000,11.604533,103891409.0,98.0,5.8,331.0,Snake Eyes,8688,2,0.3221
7200000,3.8351879999999996,12729678.0,104.0,6.7,58.0,Atlantic City,23954,3,0.3744
0,4.850503,0.0,90.0,7.8,83.0,Autumn Sonata,12761,0,0.514
7500000,5.564294,33736689.0,131.0,7.8,199.0,Who's Afraid of Virginia Woolf?,396,0,0.4793
0,7.230508,34368475.0,102.0,6.6,169.0,Adventures in Babysitting,14367,3,0.3806
0,11.104542,38934048.0,94.0,6.4,375.0,Weird Science,11814,3,0.3655
18000000,3.896319,9000000.0,152.0,6.0,42.0,Doctor Dolittle,16081,3,0.3591
0,6.36551,0.0,107.0,6.6,90.0,The Nutty Professor,18331,3,0.3918
0,7.574372,0.0,94.0,6.2,100.0,Charlotte's Web,15171,3,0.3881
1000000,5.602126,3713768.0,88.0,7.3,159.0,Watership Down,11837,0,0.4368
7000000,10.812275,14665733.0,82.0,7.5,186.0,The Secret of NIMH,11704,0,0.4408
15000000,13.524001,40577001.0,93.0,7.3,233.0,The Dark Crystal,11639,0,0.3865
9000000,11.928545,84542002.0,80.0,6.6,344.0,An American Tail,4978,3,0.343
0,8.800701,40766041.0,75.0,6.2,180.0,An American Tail: Fievel Goes West,10380,3,0.3816
25000000,10.932786,15502112.0,94.0,6.2,282.0,Legend,11976,3,0.3155
6500000,6.683723,23686027.0,93.0,6.9,455.0,Sixteen Candles,15144,0,0.3651
0,8.568378,40471663.0,96.0,6.6,313.0,Pretty in Pink,11522,3,0.3725
0,9.116245,37803872.0,110.0,6.0,133.0,St. Elmo's Fire,11557,3,0.3818
3000000,13.208901999999998,0.0,93.0,5.8,144.0,House,11415,3,0.3893
0,13.416333999999999,7800000.0,88.0,5.0,66.0,House II: The Second Story,37530,1,0.483
5000000,10.973482,60000000.0,109.0,7.1,251.0,The Gods Must Be Crazy,8393,0,0.3865
0,4.993561,0.0,98.0,6.5,91.0,The Gods Must Be Crazy II,11937,3,0.3901
0,3.576604,10224116.0,90.0,4.6,41.0,Air Bud: Golden Receiver,21661,1,0.5516
60000000,9.562953,48585416.0,89.0,4.4,205.0,The Avengers,9320,1,0.5057
5000000,5.913162000000001,0.0,91.0,6.5,45.0,Slums of Beverly Hills,14662,3,0.3788
111000,10.072668,0.0,83.0,6.8,142.0,Henry: Portrait of a Serial Killer,10692,0,0.4009
3200000,11.504558,33395426.0,136.0,7.5,892.0,Rosemary's Baby,805,0,0.4213
27000000,14.225919000000001,20158808.0,102.0,7.0,1031.0,The NeverEnding Story,34584,0,0.3128
32000000,6.658994,16283667.0,89.0,5.5,193.0,The Neverending Story II: The Next Chapter,34636,1,0.3483
90000,3.625313,0.0,87.0,4.7,74.0,Attack of the Killer Tomatoes!,2182,1,0.5339
0,4.8314580000000005,0.0,109.0,6.5,40.0,Return to Paradise,10278,3,0.3925
45000000,15.043454,131183530.0,120.0,6.5,1950.0,Blade,36647,2,0.2718
0,9.183342999999999,0.0,96.0,5.6,49.0,Dead Man on Campus,14557,3,0.4174
0,9.852635000000001,0.0,87.0,5.7,91.0,Wrongfully Accused,9417,3,0.4096
15000000,10.627364,73326666.0,92.0,7.1,1475.0,Beetlejuice,4011,0,0.3347
1500000,7.248676,2200000.0,80.0,7.8,539.0,Rope,1580,0,0.4887
2000000,4.845776,7900000.0,121.0,6.7,86.0,Family Plot,5854,3,0.3892
3500000,5.316387000000001,12600000.0,116.0,7.2,162.0,Frenzy,573,0,0.4143
4000000,5.757907,6000000.0,143.0,6.1,78.0,Topaz,2370,3,0.384
3000000,6.243248,13000000.0,128.0,6.4,120.0,Torn Curtain,5780,3,0.376
2135161,6.4090940000000005,7000000.0,130.0,7.2,233.0,Marnie,506,0,0.4179
1200000,8.56081,2000000.0,105.0,6.9,105.0,The Wrong Man,22527,0,0.4011
2500000,12.547763,10250000.0,120.0,7.3,276.0,The Man Who Knew Too Much,574,0,0.4216
1200000,6.486117,7000000.0,99.0,6.9,152.0,The Trouble with Harry,11219,0,0.3982
0,10.424982,0.0,95.0,7.0,82.0,I Confess,30159,0,0.4149
1200000,15.417729999999999,7000000.0,101.0,7.6,379.0,Strangers on a Train,845,0,0.459
0,4.329397,0.0,110.0,6.8,61.0,Stage Fright,1978,0,0.4028
13000000,8.736869,16757163.0,106.0,5.5,138.0,54,3682,1,0.38
35000000,9.918312,57269863.0,126.0,6.9,484.0,Willow,847,0,0.3075
25000000,11.062203,76270454.0,119.0,7.6,1424.0,The Untouchables,117,0,0.3724
0,7.061315,0.0,82.0,6.5,66.0,Dirty Work,14577,3,0.395
33000000,5.2137139999999995,0.0,91.0,4.7,65.0,Knock Off,37498,1,0.4647
4258000,3.983539,0.0,125.0,6.3,42.0,The Paradine Case,31667,3,0.3791
1590000,7.773353999999999,0.0,96.0,7.3,112.0,Lifeboat,13321,0,0.4363
0,8.007141,0.0,108.0,7.5,219.0,Shadow of a Doubt,21734,0,0.4584
0,4.9118260000000005,0.0,108.0,6.8,91.0,Saboteur,31997,0,0.4008
0,2.761605,0.0,95.0,5.7,36.0,Mr. & Mrs. Smith,24197,3,0.4127
1103000,5.660476,4500000.0,99.0,7.1,140.0,Suspicion,11462,0,0.4154
0,3.876608,0.0,108.0,5.6,43.0,Jamaica Inn,31995,3,0.4179
0,6.078088,0.0,96.0,7.5,183.0,The Lady Vanishes,940,0,0.4619
0,3.8248839999999995,0.0,83.0,6.8,42.0,Young and Innocent,2762,0,0.4085
0,6.514753,0.0,76.0,6.7,60.0,Sabotage,12684,3,0.4044
0,4.1199069999999995,0.0,86.0,6.7,36.0,Secret Agent,2761,3,0.4029
0,7.294135000000001,0.0,75.0,6.4,73.0,The Man Who Knew Too Much,8208,3,0.3957
0,3.956703,0.0,84.0,6.8,45.0,Blackmail,543,0,0.408
12000,9.299853,0.0,99.0,7.2,49.0,The Lodger: A Story of the London Fog,2760,0,0.434
12000000,8.783453999999999,22921898.0,121.0,6.9,451.0,Rounders,10220,0,0.3502
250000,12.095263000000001,501818.0,90.0,6.9,1101.0,Cube,431,0,0.3716
20000000,2.651408,18253415.0,114.0,6.5,52.0,Simon Birch,22796,3,0.3383
0,1.614531,0.0,116.0,7.4,36.0,Swept Away,37916,0,0.4586
0,2.48642,22482952.0,96.0,6.2,31.0,My Bodyguard,21873,3,0.3888
0,3.169554,0.0,98.0,5.8,38.0,Class,21500,3,0.4058
20000000,8.627019,51249404.0,133.0,6.8,101.0,Broadcast News,12626,0,0.3434
28000000,8.318954,103173635.0,114.0,6.5,242.0,Working Girl,3525,3,0.3019
10000000,5.611184,21486757.0,104.0,5.8,67.0,Married to the Mob,2321,3,0.3696
0,6.953646000000001,20036737.0,100.0,7.2,244.0,Say Anything...,2028,0,0.419
0,5.4516230000000006,0.0,97.0,6.0,72.0,My Blue Heaven,16384,3,0.3942
42000000,5.584089,0.0,117.0,6.3,100.0,Hero,10699,3,0.3128
0,5.923774,23278931.0,118.0,5.0,173.0,Toys,11597,1,0.4721
0,7.643886,18600000.0,100.0,5.9,49.0,Blame It on Rio,14347,3,0.3949
0,4.66789,0.0,89.0,6.4,54.0,One Crazy Summer,18282,3,0.3926
0,2.769589,38702310.0,113.0,5.6,51.0,About Last Night...,18169,3,0.4105
0,4.720395,18875011.0,97.0,5.9,79.0,The Seventh Sign,11082,3,0.3941
20000000,14.348459,0.0,106.0,5.6,106.0,We're No Angels,5971,3,0.3622
40000000,10.39662,8479793.0,94.0,5.0,88.0,Nothing but Trouble,11933,1,0.4069
0,6.825983,0.0,107.0,5.6,35.0,The Butcher's Wife,20096,3,0.4177
8000000,5.1337779999999995,0.0,104.0,5.3,43.0,Mortal Thoughts,30815,1,0.4225
40000000,12.330249,243240178.0,138.0,7.1,899.0,A Few Good Men,881,2,0.3068
38000000,7.118123,266614059.0,117.0,5.8,300.0,Indecent Proposal,4478,2,0.3059
0,3.357962,0.0,88.0,6.0,32.0,Permanent Midnight,22318,3,0.3992
33000000,11.840557,244386864.0,98.0,6.8,1254.0,Rush Hour,2109,2,0.2816
2000000,2.740989,124494.0,91.0,5.8,36.0,Six-String Samurai,24746,3,0.401
55000000,9.672094,41610884.0,122.0,6.8,670.0,Ronin,8195,2,0.2942
14000000,6.0814010000000005,72527595.0,99.0,5.6,293.0,Urban Legend,9877,3,0.3533
0,6.108589,0.0,104.0,6.3,39.0,Clay Pigeons,26618,3,0.3903
0,2.348919,0.0,87.0,6.0,52.0,Pecker,11855,3,0.3986
25000000,13.798247,2075084.0,138.0,6.4,51.0,The Sheltering Sky,24016,3,0.3354
0,12.083475,500000.0,111.0,7.2,80.0,If....,14794,0,0.4312
23000000,9.222871000000001,0.0,94.0,6.8,111.0,Them!,11071,0,0.3445
15000000,16.83125,19629760.0,109.0,7.8,1629.0,The Thing,1091,0,0.4323
8000000,6.230854,21706101.0,124.0,6.9,169.0,The Player,10403,0,0.3756
10000000,5.7205379999999995,10389003.0,89.0,6.9,96.0,Stardust Memories,11337,0,0.3781
20000000,17.612244,53000000.0,105.0,7.5,3731.0,Edward Scissorhands,162,0,0.5201
60000000,16.025625,171757863.0,83.0,6.0,1320.0,Antz,8916,2,0.2729
17000000,12.480685000000001,30331165.0,81.0,5.9,202.0,A Night at the Roxbury,9429,3,0.3431
85000000,11.218378,71485043.0,113.0,6.8,596.0,What Dreams May Come,12159,2,0.3402
1100000,2.31478,631221.0,86.0,4.7,36.0,Strangeland,27791,1,0.5336
947000,7.433783999999999,0.0,88.0,7.3,177.0,The Producers,30197,0,0.4364
11000000,9.270491999999999,31672907.0,92.0,6.5,205.0,History of the World: Part I,10156,3,0.3464
11000000,7.922216000000001,64088552.0,120.0,7.3,393.0,My Cousin Vinny,10377,0,0.384
2200000,9.042678,0.0,159.0,7.2,79.0,Nashville,3121,0,0.441
60000000,5.403617,0.0,114.0,4.9,113.0,Holy Man,9713,1,0.4266
0,6.78844,0.0,100.0,7.1,51.0,The Mighty,9821,0,0.4249
28000000,7.482864999999999,40400657.0,116.0,6.6,290.0,2010,4437,3,0.3101
0,8.503064,31853080.0,119.0,6.9,72.0,Children of a Lesser God,1890,0,0.4018
5000000,8.405672000000001,26010864.0,124.0,7.9,740.0,The Elephant Man,1955,0,0.4799
25000000,13.018491000000001,50671850.0,89.0,5.5,366.0,Bride of Chucky,11932,1,0.3416
75000000,7.757795,46683377.0,104.0,6.3,348.0,Practical Magic,6435,2,0.3175
3000000,5.493697,2807390.0,139.0,7.4,197.0,Happiness,10683,0,0.4434
14000000,15.352714,0.0,107.0,6.2,168.0,Apt Pupil,9445,3,0.344
0,11.0874,0.0,124.0,7.1,498.0,Pleasantville,2657,0,0.4022
75000000,7.970031,14567883.0,99.0,6.1,226.0,Soldier,9425,2,0.3321
20000000,39.39497,229400000.0,116.0,8.3,3643.0,Life Is Beautiful,637,0,0.6568
1000000,5.919725,0.0,94.0,6.2,116.0,Orgazmo,8675,3,0.3843
3500000,5.732016000000001,16324573.0,93.0,5.8,92.0,Tales from the Darkside: The Movie,20701,3,0.3884
20000000,13.318722,0.0,108.0,5.8,262.0,Vampires,9945,3,0.34
20000000,18.157166,23875127.0,119.0,8.2,3120.0,American History X,73,0,0.5794
0,3.4365349999999997,0.0,96.0,6.1,42.0,Belly,12888,3,0.394
10000000,6.7880210000000005,6451628.0,105.0,6.8,82.0,Gods and Monsters,3033,0,0.3709
70000000,9.019114,116672912.0,116.0,6.1,361.0,The Siege,9882,2,0.3025
23000000,9.461822999999999,185991646.0,90.0,5.9,521.0,The Waterboy,10663,3,0.3029
30000000,7.566321,82150642.0,124.0,7.2,346.0,Elizabeth,4518,0,0.3401
0,16.5293,1053788.0,119.0,6.9,119.0,Velvet Goldmine,1808,0,0.4048
65000000,11.023042,40002112.0,100.0,5.1,381.0,I Still Know What You Did Last Summer,3600,2,0.381
30000000,3.366048,0.0,86.0,5.2,65.0,I'll Be Home for Christmas,17037,1,0.3947
90000000,14.026744,142940100.0,178.0,6.9,1174.0,Meet Joe Black,297,2,0.374
